,caseid,topk_ids,topk_sims,neighbor_modes
297,1244060775,"['1238171923', '1237600755']","[0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 1, '355e': 2}"
298,1237066445,"['1235626345', '1237374137', '1237886241', '1241020921', '1238875887']","[1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 2}"
299,1242261909,"['1240194057', '1245406487', '1239076147', '1241044489', '1244006275', '1242935699']","[1.0, 1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 2}"
300,1232799101,"['1248444041', '1239076509', '1250819779', '1242478225', '1235837697', '1243856615', '1244711557', '1235594473', '1236921005', '1241180061', '1242221185', '1238719453', '1242900937']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 2}"
301,1232683805,"['1237242627', '1238778613', '1237495517']","[0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
302,1256015187,"['1237568195', '1235663643', '1237706473']","[1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 1, '355e': 2}"
303,1239155429,"['1241642457', '1242477833', '1242595431', '1240489789', '1237246961', '1240086209', '1242432175', '1243022503', '1245253653', '1239667329', '1245294305', '1247115143', '1239677749', '1242897135']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 2}"
304,1242525085,"['1232691967', '1232590787', '1232359031', '1242579787', '1236091411', '1232569053', '1251887279', '1238257041', '1244152521', '1240836617', '1255856167', '1237561619']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
305,1241045831,"['1236598267', '1235622377', '1239769375']","[1.0, 1.0, 1.0]","{'327d': 2, '331a': 1, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
306,1243208085,"['1236663639', '1245220411', '1239464547', '1232771665', '1237202713']","[1.0, 1.0, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 2}"
307,1237600429,"['1238257003', '1236811057', '1232703031', '1237562083', '1237647355', '1237560335', '1245041537', '1239706073', '1236921647', '1242455481', '1234893129', '1242682629', '1237597293', '1232616931', '1237400307', '1251664787', '1234926211']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
308,1243898215,"['1239426853', '1242387381', '1236891447', '1242475737', '1237530791', '1255812637', '1238391473']","[1.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 2, '334c': 1, '332g': 1, '334b': 2, '334h': 2, '333c': 2, '330c': 1, '355e': 2}"
309,1238295283,"['1237562377', '1239281629', '1242134923']","[1.0, 1.0, 1.0]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
310,1237119443,"['1236709691', '1239957919', '1242431023', '1234924511', '1236920801', '1243892483', '1239970909', '1244905519', '1236842001', '1238093993', '1241259779', '1236317617', '1243712033', '1241168003', '1239520483']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
311,1240488491,"['1246402981', '1238115515', '1240376155', '1239496373', '1245059367', '1236524231', '1251667111', '1236678297', '1238195583', '1237806597', '1237558423']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 1}"
312,1232359031,"['1232691967', '1232590787', '1242525085', '1242579787', '1236091411', '1232569053', '1251887279', '1238257041', '1244152521', '1240836617', '1255856167', '1237561619']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
313,1237670655,"['1250290703', '1236956107', '1238987507', '1238033043', '1243911119']","[1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 1}"
314,1240168381,"['1238719873', '1242284723', '1232743815', '1242041151', '1237673145']","[1.0, 1.0, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 2, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 2}"
315,1237597469,"['1239165847', '1235705013', '1238210975', '1239704651']","[1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 2}"
316,1239143897,"['1239361423', '1238977271', '1240857941', '1238173869', '1236867841', '1232498929', '1232452077']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
317,1238877869,"['1239318761', '1240376371', '1236663943', '1242896779', '1242596355']","[0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 2, '334c': 2, '332g': 2, '334b': 2, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
318,1247115143,"['1242966839', '1245294305', '1239677749', '1238243901', '1236815317', '1238088415', '1251664723', '1235836439', '1237559191', '1236652307', '1239155429', '1242477833']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 2}"
319,1239899971,"['1237628705', '1237074621', '1249716521', '1238338191', '1238778873', '1242876841', '1240564623']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 2}"
320,1239464547,"['1243096581', '1236663639', '1239926521', '1244747849', '1243208085', '1245220411']","[1.0, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 2}"
321,1245220411,"['1236663639', '1243208085', '1244694681', '1239464547', '1232771665', '1237202713']","[1.0, 1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 2}"
322,1240459483,"['1236454383', '1240619599']","[1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 2, '333c': 1, '330c': 1, '355e': 1}"
323,1239020385,"['1237019861', '1234990771', '1237757409']","[0.9, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
324,1238774715,"['1237558969', '1237498287', '1242752835', '1240214997', '1237604155']","[1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 1, '331a': 1, '333a': 2, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
325,1243710695,"['1238514355', '1236390521']","[1.0, 1.0]","{'327d': 2, '331a': 2, '333a': 2, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 2, '330c': 1, '355e': 1}"
326,1249973011,"['1246041505', '1246777865', '1240350793', '1239706099', '1235432175', '1242915551', '1257834279']","[1.0, 1.0, 1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
327,1238287505,"['1237464259', '1236655675', '1232659739', '1255849291', '1255849401', '1246416659', '1245394849', '1236920355', '1249939543', '1246699243', '1234687571', '1245153803', '1240459383', '1242165477', '1238089375', '1236812269', '1247032419', '1237286569', '1235432175']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
328,1236594165,"['1240350755', '1235553359', '1238212035', '1247686093', '1236236315', '1249716187', '1243294953', '1242948391', '1239095341', '1243315167']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 1, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
329,1240294847,"['1246999633', '1238800161']","[0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 2}"
330,1239677749,"['1242966839', '1245294305', '1247115143', '1238243901', '1236815317', '1238088415', '1251664723', '1235836439', '1237559191', '1236652307', '1239155429', '1242477833']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 2}"
331,1255820567,"['1243711257', '1239074743', '1237246663', '1237372171', '1236777429', '1240375131', '1241181521', '1237334025']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
332,1242579787,"['1232691967', '1232590787', '1242525085', '1232359031', '1236091411', '1232569053', '1251887279', '1238257041', '1244152521', '1240836617', '1255856167', '1237561619']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
333,1232771665,"['1247684587', '1237706473', '1236663639', '1243208085', '1245220411', '1234796785', '1243909607', '1240432337', '1239707671']","[1.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 2, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 2}"
334,1234990771,"['1237019861', '1239677961', '1246124837', '1239020385']","[1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
335,1241070239,"['1237954891', '1232811883', '1242578779', '1248076107', '1243810249']","[1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 2, '333c': 2, '330c': 1, '355e': 2}"
336,1246543969,"['1242821097', '1239330015', '1242508899', '1239653225', '1242411933']","[1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 2, '332g': 1, '334b': 1, '334h': 2, '333c': 2, '330c': 1, '355e': 2}"
337,1242897135,"['1236674087', '1238813271', '1245011573', '1241642457', '1239155429', '1242477833', '1242595431', '1237246961']","[1.0, 1.0, 1.0, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 2}"
338,1236886133,"['1232309619', '1239294257', '1235591943', '1237115403', '1239526155', '1236952855', '1247687961', '1235621137', '1236718177', '1238757381', '1239549909', '1239318803']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
339,1243877607,"['1232877183', '1240190709']","[1.0, 0.9]","{'327d': 2, '331a': 1, '333a': 2, '334c': 1, '332g': 2, '334b': 2, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
340,1232539525,"['1237798319', '1234832275']","[0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 1}"
341,1237915091,"['1249716221', '1242754539', '1237371065']","[1.0, 1.0, 1.0]","{'327d': 2, '331a': 1, '333a': 2, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
342,1243714203,"['1245394511', '1255907679', '1238252721']","[0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
343,1240430373,"['1244870453', '1239196693', '1247688153', '1238346841', '1239002529', '1240324245', '1238611247']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 2}"
344,1242477833,"['1241642457', '1239155429', '1242595431', '1240489789', '1237246961', '1240086209', '1242432175', '1243022503', '1245253653', '1239667329', '1245294305', '1247115143', '1239677749', '1242897135']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 2}"
345,1240144791,"['1238294069', '1242451911', '1241153315', '1236652307', '1239629245', '1238868107', '1237533841', '1232933559', '1255850519', '1239162081', '1242460533', '1249693963', '1236987199']","[1.0, 1.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
346,1240762975,"['1238125459', '1237600755', '1238158943']","[0.9, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 2}"
347,1239496373,"['1246402981', '1238115515', '1240376155', '1240488491', '1245059367', '1236524231', '1251667111', '1236678297', '1238195583', '1237806597', '1237558423']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 1}"
348,1242595431,"['1241642457', '1239155429', '1242477833', '1240489789', '1237246961', '1240086209', '1242432175', '1243022503', '1245253653', '1239667329', '1242897135']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 2}"
349,1246777865,"['1246041505', '1249973011', '1240350793', '1239706099', '1235432175', '1242915551', '1257834279']","[1.0, 1.0, 1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
350,1239294257,"['1232309619', '1236886133', '1235591943', '1237115403', '1239526155', '1236952855', '1247687961', '1235621137', '1236718177', '1238757381', '1239549909', '1239676285', '1239318803', '1239285931', '1239155855']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
351,1237202713,"['1247685451', '1240702439', '1236663639', '1239926521', '1242596405', '1243208085', '1245220411']","[1.0, 1.0, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 2}"
352,1249716329,['1237030193'],[1.0],"{'327d': 2, '331a': 2, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
353,1239629245,"['1236652307', '1237533841', '1232933559', '1255850519', '1239162081', '1242460533', '1249693963', '1236987199', '1236570665', '1237847419', '1236986243', '1243567949', '1240488503', '1243991159', '1257249377', '1236890381', '1237566753', '1240144791']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
354,1236652513,"['1243712361', '1236332691', '1236648193', '1237432373', '1236930803', '1247688065']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 1, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 2}"
355,1251663293,"['1249278563', '1246469937', '1242617657']","[1.0, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
356,1236783327,[],[],"{'327d': None, '331a': None, '333a': None, '334c': None, '332g': None, '334b': None, '334h': None, '333c': None, '330c': None, '355e': None}"
357,1238868107,"['1240940783', '1238838969', '1239654789', '1240144791']","[1.0, 1.0, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
358,1237533841,"['1236652307', '1239629245', '1232933559', '1255850519', '1239162081', '1242460533', '1249693963', '1236987199', '1236570665', '1237847419', '1236986243', '1243567949', '1240488503', '1243991159', '1257249377', '1236890381', '1237566753', '1240144791']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
359,1240489789,"['1241642457', '1239155429', '1242477833', '1242595431', '1237246961', '1240086209', '1242432175', '1243022503', '1245253653', '1239667329']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 2}"
360,1237530791,"['1242387381', '1239629327', '1241918585', '1244926387', '1243898215', '1239426853']","[1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 2, '334c': 1, '332g': 2, '334b': 2, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
361,1255925419,"['1237620629', '1246488663', '1237019683', '1236708901', '1243767127', '1234831353', '1245292357', '1235879677']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 2, '331a': 1, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
362,1243819503,"['1244379387', '1235323655', '1238774257', '1237607685', '1237530803']","[1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 2, '333c': 2, '330c': 1, '355e': 2}"
363,1237562169,"['1237493331', '1251663221', '1246143433', '1239704285', '1239156121', '1243765823', '1244467457', '1236890029']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 1, '332g': 2, '334b': 2, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
364,1237954891,"['1241070239', '1232811883', '1242578779', '1248076107', '1243810249']","[1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 2, '333c': 2, '330c': 1, '355e': 2}"
365,1237292619,"['1237798319', '1238459927']","[0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 1}"
366,1247685139,"['1237906707', '1236749311', '1232616063', '1237471407', '1236881073']","[1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 1}"
367,1242502321,"['1242860281', '1238336731', '1232811757', '1237604039', '1239117865', '1255947443']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
368,1242431023,"['1236709691', '1239957919', '1237119443', '1234924511', '1236920801', '1243892483', '1239970909', '1244905519', '1236842001', '1238093993', '1241259779', '1236317617', '1243712033', '1241168003', '1239520483']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
369,1242409737,"['1236715881', '1242880519', '1238254047', '1237562769', '1238087609', '1232817869', '1237603617', '1238631701', '1235822051', '1240351539', '1245293683', '1235203937', '1242391121']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 1, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
370,1235645411,"['1234996097', '1241911507', '1238291061', '1241313173']","[1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
371,1234924511,"['1236709691', '1239957919', '1237119443', '1242431023', '1236920801', '1243892483', '1239970909', '1244905519', '1236842001', '1238093993', '1241259779', '1236317617', '1243712033', '1241168003', '1239520483']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
372,1240468445,"['1241045731', '1237493497', '1241238557', '1237566119', '1251661885', '1238332091', '1239676285', '1239628845', '1238514109']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
373,1237371065,"['1249716221', '1242754539', '1237915091']","[1.0, 1.0, 1.0]","{'327d': 2, '331a': 1, '333a': 2, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
374,1237742547,"['1238594717', '1237524515']","[1.0, 1.0]","{'327d': 2, '331a': 1, '333a': 2, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
375,1237019683,"['1237620629', '1246488663', '1255925419', '1236708901', '1243767127', '1234831353', '1245292357', '1235879677']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 2, '331a': 1, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
376,1239578555,[],[],"{'327d': None, '331a': None, '333a': None, '334c': None, '332g': None, '334b': None, '334h': None, '333c': None, '330c': None, '355e': None}"
377,1242860281,"['1242502321', '1238336731', '1232811757', '1237604039', '1239117865', '1255947443']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
378,1243448581,"['1247910815', '1242823185', '1239838723', '1238246025', '1237066739', '1237404445', '1236738389', '1239394787', '1242481063', '1238944301']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
379,1240275951,"['1249716071', '1238965295', '1240437037', '1237067281', '1237846163', '1238386939', '1247688027', '1241811145', '1242949001', '1238565149', '1240730261']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 1, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 2}"
380,1242752589,"['1232692233', '1236892893', '1236647575', '1236754075']","[1.0, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 2, '333c': 2, '330c': 2, '355e': 1}"
381,1241069929,"['1255906473', '1242595739', '1242427829']","[1.0, 1.0, 1.0]","{'327d': 2, '331a': 2, '333a': 2, '334c': 2, '332g': 2, '334b': 2, '334h': 2, '333c': 2, '330c': 1, '355e': 2}"
