,caseid,topk_ids,topk_sims,neighbor_modes
212,1246434223,"['1242860853', '1238622215', '1241043701', '1241618821', '1239242651', '1234643055', '1235849905', '1243550577', '1241181463', '1245041739', '1237809495']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 1, '331a': 1, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
213,1232197083,"['1235432175', '1237074709', '1237495517', '1240144791', '1255850519', '1236755525', '1256030957']","[1.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
214,1246415899,"['1236885887', '1242410097', '1240327337', '1243861749', '1234990381', '1237119701', '1237882041', '1238942837', '1240190605', '1243991199', '1234091303', '1252783785', '1239036913']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 1, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
215,1242985491,"['1257248527', '1236543951', '1241642457', '1235681305', '1238882805', '1237806755']","[1.0, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 2}"
216,1237204157,"['1243819503', '1242391121', '1242596405', '1240252045', '1240208041']","[1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
217,1243818879,[],[],"{'327d': None, '331a': None, '333a': None, '334c': None, '332g': None, '334b': None, '334h': None, '333c': None, '330c': None, '355e': None}"
218,1246230975,"['1242525323', '1238847067']","[1.0, 0.9]","{'327d': 2, '331a': 2, '333a': 2, '334c': 1, '332g': 1, '334b': 2, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
219,1245254631,['1235371485'],[1.0],"{'327d': 2, '331a': 1, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
220,1232532393,"['1238294069', '1237531087', '1242984649', '1248444041', '1237119443', '1237074621', '1236864247', '1238773959', '1242915801', '1239044017']","[1.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
221,1237562335,"['1246041505', '1237604039', '1255999741', '1232743815', '1242897135', '1240349635', '1239081537']","[1.0, 1.0, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 1}"
222,1239481771,"['1236536513', '1234766523', '1239629327']","[0.9, 0.8, 0.8]","{'327d': 2, '331a': 1, '333a': 2, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 1}"
223,1238399655,"['1237645995', '1244697873', '1237067337', '1241153075', '1239086833', '1237600429']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 2}"
224,1241045731,['1238661115'],[1.0],"{'327d': 1, '331a': 2, '333a': 2, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
225,1237566045,"['1239707479', '1241496145', '1237888493']","[1.0, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
226,1245291747,"['1243838111', '1238026299']","[0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 1, '332g': 2, '334b': 2, '334h': 1, '333c': 2, '330c': 1, '355e': 1}"
227,1239835853,"['1238713171', '1238935219', '1241779205', '1240458877', '1251665441', '1240322963', '1246439677']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 1, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
228,1240193653,"['1236840441', '1239330015', '1239360145', '1241918585', '1241042705', '1239899431', '1244678211', '1237650033', '1239708297']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 2, '332g': 2, '334b': 2, '334h': 2, '333c': 2, '330c': 1, '355e': 2}"
229,1239357383,['1236536513'],[0.9],"{'327d': 2, '331a': 1, '333a': 2, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 1}"
230,1232518813,"['1241123529', '1243893695', '1238618221', '1243991159', '1242526299', '1238335631', '1236652307', '1255999741']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
231,1240711261,"['1241313173', '1236714969', '1232523251', '1235490395', '1242526067', '1244493869', '1255888239', '1244744779', '1240462011', '1249919809', '1236647941', '1235065665', '1238770661', '1237522701', '1237496469', '1253305355']","[1.0, 1.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 2}"
232,1236755793,"['1232901343', '1240241581', '1239161955', '1242239669', '1237763379', '1241181521', '1239768329', '1240348969', '1237561619']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 2, '333c': 2, '330c': 1, '355e': 2}"
233,1240564623,"['1237607495', '1237206815', '1238332091', '1237559847', '1242950313', '1236203049', '1235688683']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 2, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
234,1242410097,"['1236885887', '1246415899', '1240327337', '1243861749', '1234990381', '1237119701', '1237882041', '1238942837', '1240190605', '1243991199', '1234091303', '1252783785']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 1, '331a': 1, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
235,1242167993,"['1238073435', '1239632673', '1247686181', '1249967639', '1238972955']","[1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 1}"
236,1240631127,['1239426853'],[1.0],"{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 2, '334h': 2, '333c': 2, '330c': 1, '355e': 2}"
237,1237206815,"['1237607495', '1240564623', '1238332091', '1237559847', '1242950313', '1236203049', '1235688683']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 2, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
238,1238514355,"['1241150477', '1238910753', '1243911119']","[0.9, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 2, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 1}"
239,1237530197,"['1238391153', '1247684761', '1242428533', '1237813149', '1239685285', '1235207747', '1250987613', '1232518079', '1237202631', '1242838925', '1238906341', '1246524271', '1251900045', '1232536265', '1243513805', '1235691037']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
240,1239957919,"['1235705031', '1240738573', '1237628705', '1240401523', '1237428423', '1239039145', '1241642457']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 2}"
241,1242860001,"['1235864047', '1237493497', '1237742547', '1236689735', '1232616063', '1236825657']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
242,1242430979,"['1243909695', '1235793401', '1245199191', '1242284785', '1245198373', '1237531005', '1237471859', '1244608947', '1239082875', '1238172703', '1245221759', '1237858473']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 1, '333a': 2, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 2, '330c': 1, '355e': 2}"
243,1237032125,"['1239460327', '1241574337', '1237695831', '1238800161', '1239838723', '1236986647', '1236981251', '1247684587']","[1.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
244,1237562061,"['1237439219', '1245221159', '1236629815', '1241018803', '1236921647', '1234644597', '1237702933', '1239497045', '1242453211', '1238977205', '1240763481', '1242413267', '1242479007']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 1}"
245,1236864259,"['1251887279', '1237428053', '1246435833', '1236864247']","[1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 2, '330c': 1, '355e': 2}"
246,1237074709,"['1235432175', '1232197083', '1244008853', '1239115019']","[0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
247,1236165993,"['1235239975', '1238815479', '1242427983']","[1.0, 1.0, 1.0]","{'327d': 1, '331a': 2, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 1}"
248,1238241517,"['1237033887', '1245065597']","[0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 2, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 1}"
249,1237067281,"['1237846163', '1239706073', '1247685031', '1239520209', '1246439677', '1246796633']","[1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
250,1237493497,"['1235864047', '1242860001', '1237742547', '1236689735', '1232616063', '1236825657']","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 1, '333a': 2, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
251,1239705275,"['1245294305', '1239118373']","[0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 1}"
252,1241018803,"['1237439219', '1245221159', '1236629815', '1237562061', '1236921647', '1234644597', '1237702933', '1239497045', '1242453211', '1238977205']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 1, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 1}"
253,1236679123,"['1237914993', '1237856405', '1256225713', '1232568437', '1239675265', '1237332841']","[1.0, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 2, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
254,1240252045,"['1237204157', '1237858473', '1243819503']","[0.9, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
255,1232197149,"['1236208691', '1240428741', '1250515537', '1238288673', '1237206537', '1249778341', '1237833997', '1246280145', '1236922965', '1238877839', '1232691077', '1237530437']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 2}"
256,1243820059,"['1235020261', '1232890971', '1235323831', '1257099773', '1238243917', '1239677025']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 1, '334b': 2, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
257,1240539167,['1242598983'],[1.0],"{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
258,1236811057,"['1234863299', '1238977205', '1242967077', '1240432537', '1244870453', '1238257003', '1238341347']","[1.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 2, '333c': 2, '330c': 1, '355e': 2}"
259,1237813149,"['1238391153', '1247684761', '1242428533', '1237530197', '1239685285', '1235207747', '1250987613', '1232518079', '1237202631', '1242838925', '1238906341', '1246524271', '1251900045', '1232536265', '1243513805', '1235691037']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
260,1239685285,"['1238391153', '1247684761', '1242428533', '1237530197', '1237813149', '1235207747', '1250987613', '1232518079', '1237202631', '1242838925', '1238906341', '1246524271', '1251900045', '1232536265', '1243513805', '1235691037']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
261,1232536265,"['1238512833', '1243513805', '1235691037', '1238396373', '1239047965', '1243873123', '1236959393', '1240495173', '1243059271', '1247684761', '1246304421', '1242428533', '1237530197', '1237813149', '1239685285']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
262,1242598983,['1240539167'],[1.0],"{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
263,1237495517,"['1236755525', '1256030957', '1237959003', '1235432175', '1255999741', '1232197083']","[1.0, 1.0, 1.0, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 1}"
264,1245367809,"['1236646015', '1250290703', '1244744573', '1237471407', '1247685999', '1235818711', '1240549503', '1241067633', '1237019861']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 1}"
265,1240763481,"['1236988715', '1243711437', '1242413267', '1236929981', '1242413807', '1239421755', '1239117865', '1239247283', '1241893075', '1245012877', '1235023871', '1245297729', '1242825337', '1246776503', '1237068167', '1240023611', '1237955219', '1237562061']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 1, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
266,1247686159,"['1245365807', '1232799101', '1238854795', '1240146051', '1242452567', '1235371865']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 1}"
267,1243513805,"['1238512833', '1232536265', '1235691037', '1238396373', '1239047965', '1243873123', '1236959393', '1240495173', '1243059271', '1247684761', '1246304421', '1242428533', '1237530197', '1237813149', '1239685285']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
268,1242525199,"['1237905023', '1239391929', '1242878941']","[1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 2, '334h': 2, '333c': 1, '330c': 2, '355e': 1}"
269,1247682881,"['1235648741', '1237886241', '1237847419', '1255814097', '1236867885']","[1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
270,1255831619,"['1240379239', '1240331151', '1240401653']","[1.0, 1.0, 1.0]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 1, '334b': 2, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
271,1232743815,"['1242897135', '1237167205', '1237053721', '1238089603', '1246041505', '1245222715', '1237562335', '1238676871']","[1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 1}"
272,1238611247,"['1237490789', '1237169877', '1237403535', '1239685971', '1239798457', '1247688153', '1242984255', '1236780597', '1240144325']","[1.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 2}"
273,1235323739,"['1240488371', '1232943679', '1242502185', '1242477833']","[1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 2, '355e': 2}"
274,1242526459,"['1246402981', '1238244917', '1232533353', '1240378911', '1240673891', '1238690539']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{'327d': 1, '331a': 1, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 1, '355e': 1}"
275,1239000557,"['1237954891', '1238342135', '1245294305']","[1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 2, '332g': 1, '334b': 1, '334h': 2, '333c': 2, '330c': 1, '355e': 2}"
276,1235539675,"['1243727441', '1247685531', '1250987963']","[1.0, 1.0, 0.9]","{'327d': 2, '331a': 1, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 1}"
277,1240811077,"['1238594717', '1251938959', '1239115165', '1235864991', '1243715167', '1236658681', '1236624457', '1239155855', '1237005625', '1237952569', '1236892697', '1240429653', '1242821465', '1241021095', '1239707217', '1237096347', '1238289187', '1237562769']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 2, '331a': 1, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
278,1238972955,"['1243583467', '1238446417', '1239584163', '1242548217', '1247685391', '1237963087', '1242167993', '1238073435', '1238574401']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 1}"
279,1244814925,"['1231467131', '1232779985', '1239551787', '1243874977', '1242479325', '1236332691', '1237427051', '1232799425']","[1.0, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
280,1237846163,"['1237067281', '1239706073', '1247685031', '1239520209', '1246439677']","[1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 1, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
281,1240241581,"['1232901343', '1236755793', '1239161955', '1242239669', '1237763379', '1241181521', '1239768329', '1240348969', '1237561619']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 2, '333c': 2, '330c': 1, '355e': 2}"
282,1237169877,"['1255814281', '1238611247', '1240430373', '1238940675', '1237490789']","[0.9, 0.9, 0.9, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 2, '334c': 1, '332g': 1, '334b': 1, '334h': 2, '333c': 1, '330c': 1, '355e': 2}"
283,1242617657,"['1249937987', '1236881073', '1240963147', '1241982357', '1239433275', '1234796785', '1235538837', '1235675061', '1236356059', '1243634427', '1243787207', '1237186135', '1236986443', '1242458983']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 1}"
284,1242413267,"['1236988715', '1243711437', '1240763481', '1236929981', '1242413807', '1239421755', '1239117865', '1239247283', '1241893075', '1245012877', '1235023871', '1245297729', '1242825337', '1246776503', '1237068167', '1240023611', '1237955219', '1237562061']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 1, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
285,1240401523,"['1235705031', '1240738573', '1237628705', '1239957919', '1237428423', '1239039145', '1241642457']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 2, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 2}"
286,1236923213,"['1237656963', '1237562253', '1236782635', '1247687985', '1237400307', '1242524651']","[1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 2, '330c': 1, '355e': 2}"
287,1244493869,"['1232523251', '1235490395', '1242526067', '1238770661', '1242949965', '1243310089', '1235489025', '1249716387', '1236673211', '1238848479', '1241313173', '1240711261']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 2}"
288,1235722927,"['1242860153', '1238853943']","[1.0, 0.9]","{'327d': 2, '331a': 2, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 2}"
289,1236892307,"['1242883471', '1239645769', '1243838759', '1232817869']","[1.0, 1.0, 1.0, 1.0]","{'327d': 2, '331a': 2, '333a': 2, '334c': 1, '332g': 2, '334b': 1, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
290,1238800699,"['1239675007', '1241020321', '1238375613', '1239005653']","[0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 2, '333c': 2, '330c': 1, '355e': 1}"
291,1235849913,"['1255887477', '1243329461', '1236802965', '1239767909', '1236741969', '1239427453', '1232890971', '1239074743']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 1, '332g': 2, '334b': 2, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
292,1239165049,"['1237180573', '1236091411', '1238851655']","[0.9, 0.9, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 2, '332g': 1, '334b': 1, '334h': 2, '333c': 2, '330c': 2, '355e': 2}"
293,1236840441,"['1240193653', '1239330015', '1239360145', '1241918585', '1241042705', '1239899431', '1244678211', '1237650033', '1239708297']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9]","{'327d': 1, '331a': 2, '333a': 2, '334c': 2, '332g': 2, '334b': 2, '334h': 2, '333c': 2, '330c': 1, '355e': 2}"
294,1244563177,"['1241180383', '1252209801', '1242821167']","[1.0, 1.0, 0.9]","{'327d': 2, '331a': 2, '333a': 1, '334c': 1, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 2, '355e': 1}"
295,1239036913,"['1239038453', '1246415899', '1240327337', '1243861749', '1234990381']","[1.0, 0.9, 0.9, 0.9, 0.9]","{'327d': 1, '331a': 1, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 2, '330c': 2, '355e': 2}"
296,1238073435,"['1242167993', '1239632673', '1247686181', '1249967639', '1238972955']","[1.0, 1.0, 1.0, 0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 2, '332g': 2, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 1}"
297,1239077715,"['1238868205', '1236352587']","[0.9, 0.9]","{'327d': 2, '331a': 1, '333a': 1, '334c': 1, '332g': 1, '334b': 1, '334h': 1, '333c': 1, '330c': 1, '355e': 2}"
298,1245920757,[],[],"{'327d': None, '331a': None, '333a': None, '334c': None, '332g': None, '334b': None, '334h': None, '333c': None, '330c': None, '355e': None}"
