caseid,F_AGECAT,F_SEX,F_EDUCCAT2,F_PARTY_FINAL,F_IDEO,F_INCOME,F_RELIG,F_RACETHNMOD
201801047252.0,B,A,D,C,A,H,J,E
201801047453.0,B,A,D,B,C,F,J,E
201801047657.0,A,A,B,D,E,D,H,E
201801048045.0,C,B,G,C,A,B,J,E
201801048193.0,C,A,D,C,C,G,J,E
201801048487.0,C,A,D,C,A,E,J,B
201801048506.0,A,B,G,A,C,B,J,B
201801048507.0,B,A,E,A,C,E,J,B
201801048596.0,D,A,F,C,A,G,K,E
201801048612.0,D,B,D,C,A,E,J,E
201801048656.0,D,B,D,B,C,H,J,B
201801048664.0,A,A,G,A,B,D,J,B
201801048792.0,D,B,E,C,C,I,J,B
201801048862.0,C,B,D,C,C,E,K,E
201801048872.0,A,A,D,B,C,B,H,C
201801048902.0,C,A,B,A,C,D,J,B
201801048936.0,B,B,A,B,C,F,J,E
201801048954.0,C,A,D,A,C,A,J,B
201801049059.0,D,B,G,C,A,G,A,E
201801049162.0,B,A,F,B,C,E,J,C
201801049370.0,B,A,G,A,C,D,J,B
201801049419.0,B,A,B,C,C,G,J,E
201801049501.0,A,A,G,C,C,H,J,E
201801049572.0,B,B,G,A,E,F,K,E
201801049658.0,B,A,B,A,C,B,K,B
201801050090.0,C,A,F,B,C,C,J,D
201801050303.0,B,A,F,C,C,B,J,E
201801050424.0,B,B,F,B,E,B,B,D
201801050673.0,C,A,B,B,D,D,J,D
201801050786.0,C,A,B,C,D,C,K,E
201801050799.0,D,B,B,A,B,G,B,E
201801050928.0,B,B,G,C,A,H,J,E
201801051220.0,A,A,F,B,C,I,G,A
201801051365.0,C,A,D,A,C,I,J,B
201801051392.0,A,A,E,D,C,E,B,E
201801051515.0,B,A,G,A,C,D,J,B
201801051528.0,A,A,D,A,C,I,H,A
201801051537.0,C,A,D,A,A,I,J,B
201801051852.0,B,B,B,D,B,D,J,D
201801051886.0,B,A,B,A,C,G,J,B
201801052015.0,D,A,F,A,E,H,J,B
201801052466.0,C,A,G,C,D,A,J,E
201801052505.0,B,A,F,A,C,C,J,B
201801056491.0,B,A,B,A,C,D,J,B
201801056738.0,C,A,D,A,C,I,J,B
201801057086.0,B,A,G,A,C,B,J,B
201801057292.0,C,A,D,A,B,B,J,B
201801057535.0,D,B,B,C,D,B,J,E
201801057572.0,B,A,F,A,C,E,J,B
201801057695.0,C,A,F,C,C,G,H,B
201801057928.0,C,A,F,A,B,B,J,B
201801057976.0,C,B,B,C,D,C,J,E
201801058036.0,C,A,F,C,D,G,J,E
201801058202.0,A,B,B,C,D,B,J,E
201801058449.0,B,A,F,C,D,B,J,E
201801058496.0,B,B,F,B,C,H,D,A
201801058545.0,B,A,D,A,D,A,J,B
201801058620.0,D,B,B,C,A,F,H,E
201801058653.0,C,A,G,D,C,G,J,C
201801058794.0,B,A,G,D,C,A,H,B
201801058893.0,B,A,E,B,E,I,H,B
201801059020.0,A,A,D,C,A,E,K,C
201801059126.0,D,A,B,A,E,H,J,B
201801059293.0,D,A,F,A,B,H,J,E
201801059362.0,B,A,G,A,C,G,K,C
201801062729.0,C,A,A,A,C,G,K,E
201801062889.0,A,B,B,A,B,H,B,E
201801062899.0,A,A,F,A,B,D,K,E
201801062924.0,A,A,B,A,E,D,H,E
201801062946.0,A,A,B,C,C,F,J,E
201801062978.0,C,B,G,A,B,G,B,E
201801063036.0,B,B,A,C,A,G,J,D
201801063213.0,A,A,F,A,E,E,A,E
201801063283.0,C,B,B,C,A,C,J,E
201801063469.0,C,B,B,B,C,C,K,E
201801063491.0,C,B,B,C,A,F,H,E
201801063504.0,A,A,G,D,C,E,H,E
201801063534.0,A,B,B,B,B,D,H,E
201801063677.0,C,A,B,C,D,D,J,E
201801063689.0,B,A,B,B,C,B,J,E
201801063894.0,C,A,G,C,C,D,L,E
201801064067.0,A,A,D,D,C,H,J,B
201801064096.0,C,A,B,C,A,B,J,E
201801064209.0,C,A,B,A,B,C,J,E
201801064540.0,C,A,B,C,C,C,K,E
201801064718.0,C,B,D,A,C,B,J,B
201801064853.0,C,B,B,B,A,G,J,E
201801064922.0,B,A,B,B,C,H,H,E
201801064923.0,D,A,B,C,D,G,J,E
201801065024.0,A,A,G,B,C,G,J,E
201801065102.0,C,A,B,A,C,G,J,E
201801066924.0,B,A,A,D,E,G,J,E
201801068366.0,B,A,G,C,A,B,K,E
201801068635.0,D,A,G,C,D,G,J,E
201801068669.0,C,A,D,C,B,F,J,E
201801068732.0,C,A,D,D,C,G,L,E
201801068838.0,A,A,A,A,B,E,H,E
201801069022.0,D,A,F,A,B,H,J,E
201801069310.0,D,B,G,B,E,D,H,E
201801069313.0,C,B,B,B,B,B,J,E
201801069434.0,A,A,G,A,E,A,K,C
201801069491.0,B,A,B,A,C,H,J,E
201801069540.0,C,B,F,C,A,C,K,E
201801069577.0,C,A,D,C,C,H,J,E
201801076175.0,D,B,F,C,A,C,K,E
201801079775.0,D,B,F,B,A,B,J,E
201801093067.0,B,A,G,A,B,G,J,B
201801093083.0,D,B,G,A,C,G,J,E
201801093183.0,D,A,B,A,E,H,B,A
201801093190.0,B,B,D,D,C,B,B,E
201801093319.0,D,B,F,C,A,C,K,E
201801093355.0,B,B,G,A,C,G,J,B
201801093361.0,A,A,F,A,B,G,B,E
201801093401.0,A,B,F,C,A,B,K,D
201801093431.0,C,B,B,B,C,B,H,C
201801093484.0,B,B,F,C,A,B,K,E
201801093533.0,B,A,B,C,C,B,K,E
201801093576.0,A,B,G,B,C,I,B,E
201801093601.0,D,B,F,B,A,B,K,E
201801093641.0,A,B,F,B,C,H,H,A
201801093671.0,C,A,F,B,B,B,B,E
201801093684.0,D,A,F,B,E,E,L,E
201801093717.0,B,A,F,A,B,C,K,E
201801093909.0,A,A,F,A,B,G,J,B
201801093973.0,B,A,B,B,C,B,J,E
201801093984.0,D,B,B,A,C,B,H,E
201801094094.0,D,B,F,A,E,C,B,E
201801094282.0,D,B,F,B,B,C,J,E
201801094481.0,D,B,F,B,A,B,K,E
201801094556.0,D,B,F,B,C,G,B,E
201801094633.0,C,A,D,C,D,B,J,E
201801094645.0,D,B,D,B,A,F,J,E
201801094731.0,C,A,G,B,C,H,K,E
201801094794.0,C,B,G,C,A,B,K,E
201801094824.0,A,A,D,B,C,C,H,E
201801094913.0,B,A,F,D,C,G,H,E
201801094918.0,A,B,F,A,E,G,H,E
201801094941.0,B,A,F,A,B,H,H,B
201801094959.0,C,B,D,A,B,C,J,B
201801094964.0,C,A,B,A,B,C,J,E
201801095220.0,B,A,F,B,C,C,J,E
201801095647.0,B,B,B,C,D,F,J,B
201801095664.0,D,B,B,C,A,G,J,E
201801095672.0,D,B,B,C,A,H,K,E
201801095731.0,C,A,G,A,B,H,B,E
201801095845.0,B,B,F,B,C,H,J,E
201801095965.0,C,A,B,A,B,G,H,E
201801096010.0,C,A,F,A,B,C,K,E
201801096135.0,B,B,F,B,C,C,H,B
201801096225.0,B,A,F,A,C,C,G,A
201801096342.0,A,B,F,A,E,B,H,A
201801096371.0,B,A,G,C,A,C,L,E
201801096395.0,B,B,F,C,A,H,K,D
201801096498.0,B,A,F,A,B,H,K,E
201801096566.0,D,B,D,C,C,F,J,E
201801096826.0,D,B,B,C,C,I,H,E
201801096838.0,C,A,D,C,A,A,J,E
201801096890.0,D,A,F,A,E,H,A,E
201801096961.0,B,B,B,A,B,H,J,E
201801097031.0,D,A,F,A,C,G,I,E
201801097225.0,D,A,G,C,A,D,K,E
201801097471.0,B,B,G,D,A,H,B,E
201801097512.0,B,B,B,C,A,H,J,E
201801097889.0,C,A,A,A,C,B,J,B
201801097937.0,C,B,D,C,A,D,J,E
201801097960.0,B,A,F,A,B,B,J,E
201801097978.0,C,A,F,C,C,H,H,E
201801098177.0,B,A,B,C,A,H,J,E
201801098386.0,B,A,D,C,A,B,J,E
201801098392.0,A,A,G,C,A,D,J,E
201801098667.0,D,B,D,C,A,F,J,E
201801098759.0,B,A,F,D,B,G,B,E
201801098825.0,B,A,A,A,C,A,J,E
201801099086.0,B,B,F,A,E,G,B,E
201801099103.0,A,A,G,C,A,D,H,E
201801099115.0,B,A,G,B,C,D,H,E
201801099130.0,C,B,B,B,C,G,H,E
201801099390.0,B,B,F,B,C,C,H,E
201801099471.0,C,B,G,C,A,G,J,E
201801099535.0,A,A,B,A,B,E,J,B
201801099674.0,C,A,D,C,D,G,J,E
201801099717.0,C,B,B,C,A,C,J,E
201801099726.0,D,B,F,C,A,G,H,E
201801099735.0,B,A,B,A,B,A,J,B
201801099840.0,B,A,G,C,C,G,H,E
201801099899.0,D,B,B,B,E,G,B,E
201801100007.0,C,A,F,A,E,H,J,C
201801100064.0,C,B,B,C,A,C,H,E
201801100416.0,B,A,A,B,A,G,J,E
201801100510.0,C,B,G,C,A,C,J,E
201801100547.0,B,A,B,A,C,B,J,E
201801100580.0,D,B,D,C,A,B,J,E
201801100716.0,A,B,B,D,E,H,K,E
201801100828.0,D,A,F,C,D,F,J,E
201801100867.0,A,A,B,B,C,E,H,E
201801100884.0,D,B,F,B,C,B,J,E
201801100924.0,D,B,G,C,A,H,K,E
201801101186.0,B,A,A,C,D,G,J,E
201801101268.0,B,B,B,A,C,E,D,C
201801101296.0,B,A,B,C,A,H,J,B
201801101377.0,C,A,G,C,C,E,A,E
201801101625.0,A,B,G,A,A,I,J,D
201801101692.0,B,A,B,A,C,E,J,B
201801101976.0,C,A,A,A,C,D,J,B
201801101984.0,D,B,G,A,C,E,J,B
201801102001.0,C,B,A,C,A,F,A,E
201801102090.0,A,B,B,B,E,I,A,E
201801102119.0,A,A,G,A,D,A,J,B
201801102237.0,D,B,F,C,A,B,K,E
201801102526.0,B,B,G,B,A,G,J,E
201801102549.0,B,A,F,C,A,E,J,E
201801102980.0,D,B,D,C,D,E,J,E
201801102991.0,C,A,B,C,A,B,K,E
201801103001.0,C,B,F,A,B,C,B,E
201801103006.0,C,A,B,A,E,B,J,E
201801103057.0,C,A,G,A,B,F,J,E
201801103068.0,D,B,F,C,A,C,J,E
201801103074.0,D,A,G,C,A,D,J,E
201801103119.0,B,A,F,A,E,B,H,E
201801103157.0,B,B,B,B,B,D,L,E
201801103279.0,B,B,G,B,C,H,J,B
201801103493.0,A,A,A,B,C,I,H,D
201801103553.0,D,B,D,C,A,B,K,E
201801103759.0,B,A,B,C,A,G,K,E
201801103779.0,B,A,B,C,C,H,J,E
201801103867.0,C,A,G,B,D,F,J,E
201801104051.0,D,B,B,B,A,H,J,E
201801104073.0,C,A,D,A,C,A,J,B
201801104323.0,B,B,A,C,D,C,J,E
201801104363.0,B,A,E,A,C,A,J,B
201801104433.0,B,A,G,D,C,G,J,E
201801104456.0,C,B,A,C,D,F,J,E
201801104457.0,A,A,G,C,D,G,J,E
201801104608.0,C,A,A,C,D,G,J,E
201801104916.0,C,A,D,A,B,I,H,B
201801104920.0,D,B,G,B,D,G,J,E
201801104959.0,D,B,D,B,C,A,J,E
201801105017.0,B,A,B,C,A,H,J,E
201801105054.0,A,B,A,A,E,G,B,E
201801105381.0,D,B,B,B,C,B,A,B
201801105609.0,D,B,B,C,A,B,H,E
201801105695.0,C,A,B,C,A,B,J,E
201801105804.0,D,B,F,B,B,H,J,E
201801105856.0,B,B,A,B,A,F,J,E
201801105864.0,C,B,D,A,E,I,H,B
201801106112.0,B,B,E,C,A,F,J,E
201801106247.0,C,B,B,B,A,C,J,E
201801106336.0,A,B,B,C,C,G,B,E
201801106365.0,B,A,G,C,D,F,J,E
201801106421.0,C,B,G,B,C,D,J,B
201801106434.0,C,A,B,A,C,C,J,E
201801106438.0,C,B,F,C,A,B,A,E
201801106490.0,C,A,G,A,C,B,J,B
201801106555.0,C,A,D,A,C,A,J,B
201801106695.0,C,A,B,C,A,C,J,E
201801106731.0,C,B,G,B,B,B,A,E
201801106820.0,C,A,A,A,E,G,H,E
201801107026.0,C,A,F,C,A,B,J,E
201801107038.0,C,B,F,C,A,H,K,E
201801107104.0,C,B,B,A,C,G,J,B
201801107151.0,B,A,B,A,C,G,J,B
201801107152.0,C,A,D,C,D,A,J,E
201801107256.0,A,B,F,D,C,A,K,C
201801107375.0,C,A,D,A,C,A,J,E
201801107508.0,C,B,G,C,A,F,J,E
201801107599.0,B,B,B,B,A,H,J,E
201801107651.0,D,B,G,C,A,A,J,E
201801107668.0,B,A,D,A,C,E,J,B
201801107993.0,B,A,F,C,C,C,K,E
201801108000.0,C,A,D,A,C,A,J,B
201801108131.0,A,A,D,C,C,D,B,E
201801108207.0,B,A,D,D,B,A,J,E
201801108225.0,D,A,G,B,C,F,H,E
201801108274.0,C,A,D,A,E,C,J,E
201801108290.0,D,A,G,A,C,A,J,B
201801108372.0,C,B,B,C,A,B,K,C
201801108393.0,C,B,G,C,A,F,J,E
201801108425.0,A,B,B,A,C,G,H,E
201801108547.0,A,A,B,A,B,G,B,B
201801108582.0,C,A,D,C,A,D,H,E
201801108660.0,A,B,B,C,A,G,J,E
201801108752.0,B,B,B,B,C,H,K,E
201801108853.0,D,A,G,B,C,G,K,E
201801108879.0,D,A,B,B,C,G,E,E
201801109130.0,B,A,F,A,E,C,B,E
201801109260.0,A,B,D,D,C,G,J,E
201801109613.0,C,A,B,C,A,G,J,C
201801109743.0,C,A,G,A,C,A,J,B
201801109782.0,D,B,D,C,C,G,J,E
201801109808.0,C,A,G,C,A,G,K,E
201801109875.0,D,B,F,C,C,H,A,E
201801109882.0,B,A,F,C,A,F,J,E
201801109896.0,C,A,B,C,B,B,J,E
201801109900.0,B,B,D,C,A,H,H,E
201801110054.0,D,A,B,C,A,H,J,E
201801110068.0,C,B,F,B,C,C,J,C
201801110141.0,D,A,F,B,B,G,J,E
201801110176.0,C,A,D,C,A,G,J,E
201801110206.0,B,A,A,C,A,D,J,E
201801110212.0,C,A,B,A,B,H,J,E
201801110344.0,D,A,F,C,A,G,H,E
201801110358.0,B,B,G,B,B,H,J,E
201801110573.0,B,A,G,C,A,H,J,C
201801110663.0,B,A,A,A,A,F,J,C
201801110692.0,B,B,F,A,E,H,J,E
201801110904.0,D,A,D,A,C,E,J,E
201801110936.0,D,B,F,B,A,H,J,E
201801110958.0,C,B,G,C,A,D,H,E
201801111023.0,B,A,B,B,C,D,H,B
201801111029.0,D,A,F,C,C,B,J,E
201801111099.0,B,B,B,C,C,G,K,C
201801111333.0,D,B,D,C,D,F,K,E
201801111914.0,B,B,F,B,B,C,H,E
201801112121.0,C,B,F,C,D,F,J,E
201801112192.0,D,A,B,C,C,G,E,E
201801112228.0,D,B,F,C,C,G,K,E
201801112366.0,B,B,A,C,A,I,H,E
201801112468.0,C,B,B,A,C,F,E,E
201801112599.0,C,A,A,A,A,F,J,B
201801112819.0,B,A,D,C,A,F,J,E
201801112846.0,B,A,F,A,C,G,J,B
201801112859.0,C,A,F,B,C,G,H,E
201801112870.0,C,A,A,B,A,H,J,B
201801112960.0,B,B,G,B,B,H,B,E
201801112989.0,C,A,F,A,B,C,A,E
201801113097.0,D,B,F,C,A,D,J,E
201801113305.0,C,A,A,B,A,D,J,E
201801113413.0,D,A,F,A,B,G,J,B
201801113512.0,D,B,G,A,A,E,H,E
201801113650.0,B,A,E,A,C,A,J,B
201801113717.0,A,B,D,C,D,G,J,E
201801113857.0,B,B,F,C,D,G,J,A
201801113955.0,B,A,B,C,C,B,H,E
201801113994.0,C,B,F,C,A,B,J,E
201801114107.0,C,B,B,C,A,H,K,E
201801114147.0,D,B,G,C,A,H,J,E
201801114161.0,D,B,G,C,C,F,K,E
201801114192.0,B,B,D,A,C,G,J,E
201801114265.0,D,A,B,C,A,G,K,C
201801114336.0,D,B,G,C,A,A,J,E
201801114430.0,C,B,A,A,B,G,A,E
201801114506.0,C,B,D,B,A,C,J,E
201801114518.0,C,A,F,C,C,H,H,E
201801114525.0,B,A,B,C,C,H,J,E
201801114716.0,C,A,D,C,C,G,K,E
201801114758.0,C,A,G,B,C,D,K,E
201801114991.0,D,B,G,C,A,H,J,E
201801115059.0,C,A,F,C,A,F,K,E
201801115108.0,C,B,D,C,A,D,K,E
201801115299.0,D,B,G,C,A,G,J,E
201801115315.0,A,B,F,A,B,H,B,C
201801115378.0,B,B,A,B,C,G,J,B
201801115494.0,C,B,B,C,D,B,K,E
201801115525.0,C,B,B,B,A,A,J,E
201801115588.0,B,A,B,B,C,H,H,E
201801115699.0,B,B,G,C,A,B,H,E
201801115757.0,B,A,B,C,A,F,J,E
201801115919.0,A,A,B,A,E,G,J,E
201801115933.0,B,A,D,C,A,F,J,E
201801116103.0,A,A,B,A,B,B,A,E
201801116153.0,C,B,B,C,A,C,J,E
201801116210.0,C,A,B,B,D,D,J,E
201801116351.0,B,B,F,C,A,C,J,E
201801116515.0,A,A,G,A,C,I,H,B
201801116588.0,C,B,D,C,D,H,J,E
201801116774.0,A,A,B,C,A,G,J,E
201801116953.0,B,A,G,C,A,B,K,E
201801116962.0,B,A,F,B,C,G,K,B
201801116995.0,D,B,G,C,A,A,H,E
201801117002.0,C,A,G,C,C,D,J,E
201801117089.0,C,B,F,C,A,B,J,E
201801117121.0,B,A,D,C,A,C,J,E
201801117150.0,B,A,B,A,B,A,J,B
201801117181.0,B,A,G,D,C,A,J,E
201801117367.0,C,A,D,A,C,D,J,B
201801117373.0,B,B,B,C,D,H,K,C
201801117443.0,B,B,G,C,A,G,K,E
201801117554.0,D,B,F,C,E,F,K,E
201801117672.0,B,B,F,B,C,B,J,E
201801117780.0,C,A,B,C,A,B,J,E
201801117801.0,B,A,B,B,A,G,J,E
201801117927.0,D,A,G,A,C,G,J,E
201801118083.0,B,A,G,A,C,G,H,E
201801118120.0,D,A,G,B,C,G,H,E
201801118302.0,B,A,F,A,C,C,J,E
201801118341.0,C,A,D,B,D,A,J,E
201801118346.0,A,B,F,C,C,G,K,E
201801118503.0,B,A,F,A,C,C,J,E
201801118555.0,C,B,A,C,A,B,J,E
201801118633.0,C,B,D,A,C,G,J,E
201801118718.0,A,A,G,A,B,A,J,E
201801118776.0,B,B,F,D,A,B,J,E
201801118856.0,C,B,B,A,E,F,J,B
201801119228.0,C,B,D,C,A,G,J,E
201801119283.0,B,B,G,B,A,G,J,E
201801119337.0,C,A,D,B,C,G,J,E
201801119346.0,D,B,G,C,D,G,J,E
201801119499.0,A,B,G,C,A,C,J,E
201801119678.0,C,A,B,B,C,C,K,E
201801119693.0,D,B,B,B,C,B,D,A
201801119741.0,C,A,D,C,A,G,J,E
201801119884.0,B,A,F,C,C,G,J,E
201801119943.0,B,A,F,A,C,G,J,B
201801119950.0,C,B,B,C,A,B,J,E
201801120038.0,A,A,E,D,C,A,H,E
201801120040.0,A,A,B,C,D,H,J,E
201801120049.0,C,A,G,C,A,C,J,E
201801120260.0,D,A,B,A,C,E,J,E
201801120406.0,B,A,B,C,A,C,K,E
201801120453.0,B,A,G,D,C,I,J,E
201801120524.0,D,B,G,C,A,G,J,E
201801120578.0,B,A,D,D,E,G,H,E
201801120659.0,B,A,F,A,A,H,J,E
201801120843.0,B,B,A,C,A,B,J,A
201801121301.0,C,A,F,C,A,H,J,E
201801121303.0,C,A,D,C,C,E,H,E
201801121404.0,B,A,F,B,B,H,L,E
201801121425.0,D,B,G,C,D,E,J,E
201801121454.0,A,A,B,A,C,H,K,E
201801121632.0,B,B,G,B,A,E,A,E
201801121641.0,D,A,D,C,C,E,K,E
201801121705.0,A,A,B,C,A,F,H,E
201801122147.0,A,A,G,A,C,A,B,D
201801122174.0,D,B,A,A,C,B,J,B
201801122200.0,B,A,G,A,B,D,H,E
201801122257.0,A,A,A,C,D,F,J,E
201801122479.0,C,A,F,C,A,C,K,E
201801122769.0,D,B,D,A,C,H,J,E
201801122878.0,D,B,A,A,B,E,J,E
201801122980.0,B,A,D,C,A,G,J,E
201801123081.0,C,A,D,A,E,F,J,E
201801123084.0,C,A,D,C,A,A,J,C
201801151824.0,C,A,B,B,A,C,J,E
201801151843.0,D,A,G,A,B,F,J,E
201801151935.0,B,A,G,C,C,F,K,E
201801152285.0,C,A,F,C,A,G,K,E
201801152296.0,C,A,G,C,C,H,A,E
201801152401.0,B,A,F,B,A,B,K,E
201801152403.0,D,B,F,C,A,C,K,E
201801152450.0,B,B,D,C,A,H,K,E
201801152583.0,B,B,B,B,C,B,J,E
201801152701.0,B,A,G,A,B,H,J,E
201801152901.0,A,B,F,B,C,D,D,A
201801153001.0,B,A,E,A,A,I,J,B
201801153031.0,B,A,B,D,B,H,H,C
201801153062.0,B,A,B,C,A,H,J,E
201801153142.0,D,B,B,A,C,G,J,B
201801153187.0,B,B,D,A,C,H,H,E
201801153188.0,D,B,G,B,C,B,K,E
201801153273.0,D,B,B,D,D,B,J,E
201801153304.0,C,B,F,C,A,A,J,E
201801153331.0,B,A,F,B,C,E,J,E
201801153340.0,B,A,G,A,C,G,J,B
201801153485.0,D,A,G,B,D,D,J,E
201801153586.0,D,A,G,A,C,F,E,E
201801153631.0,B,A,B,A,C,H,J,E
201801153632.0,C,B,D,C,A,B,J,C
201801153637.0,C,B,B,C,D,G,K,E
201801153651.0,B,A,B,C,A,B,J,E
201801153920.0,B,A,B,B,C,F,A,E
201801153965.0,C,B,B,C,A,G,J,E
201801153974.0,B,A,B,A,B,B,A,E
201801154057.0,D,A,B,B,A,A,J,E
201801154060.0,C,A,F,B,C,G,J,E
201801154159.0,B,A,G,A,C,A,J,E
201801154244.0,D,A,B,C,D,G,F,E
201801154335.0,D,A,D,D,C,H,K,E
201801154626.0,D,A,G,C,A,D,J,E
201801154693.0,C,A,G,C,D,F,J,E
201801154752.0,B,B,D,C,C,D,J,E
201801154810.0,B,A,G,B,B,H,H,C
201801154846.0,B,A,G,A,C,H,J,B
201801154866.0,C,A,D,C,A,G,J,E
201801154997.0,A,A,B,C,A,E,J,E
201801155242.0,B,B,G,D,A,G,B,E
201801155340.0,B,A,B,C,A,H,J,C
201801155358.0,D,A,A,A,D,G,J,E
201801155368.0,D,B,B,D,D,B,J,E
201801155374.0,B,A,G,C,C,G,J,C
201801155588.0,C,A,B,C,D,C,J,E
201801155599.0,D,A,B,A,E,C,A,E
201801155899.0,B,B,D,C,A,F,J,E
201801155909.0,A,A,G,A,C,E,J,E
201801156072.0,B,B,F,A,B,G,L,E
201801156169.0,B,A,G,A,A,E,J,D
201801156195.0,B,B,B,C,A,H,J,E
201801156266.0,C,A,G,C,A,B,J,E
201801156371.0,B,B,B,C,A,H,E,E
201801156656.0,B,A,A,C,C,G,B,E
201801156839.0,D,B,B,B,C,C,J,E
201801156891.0,C,B,F,C,A,C,J,E
201801156893.0,D,A,F,B,E,F,H,E
201801156957.0,C,A,A,C,A,C,J,E
201801157606.0,B,B,F,A,C,H,K,E
201801157815.0,D,B,G,B,A,C,K,E
201801157839.0,B,B,B,C,A,H,J,E
201801158136.0,B,B,B,C,A,G,K,E
201801158278.0,D,B,E,C,D,E,K,E
201801158338.0,C,B,G,C,A,B,K,E
201801158375.0,B,B,F,A,E,G,B,E
201801158915.0,A,A,E,B,B,D,H,E
201801159294.0,B,A,G,B,A,D,J,C
201801159422.0,B,B,F,D,A,B,J,E
201801159582.0,D,B,F,C,A,C,J,E
201801159670.0,B,A,G,C,D,H,J,E
201801159708.0,D,A,B,B,C,G,J,A
201801159728.0,B,B,B,B,E,C,B,E
201801160052.0,A,A,A,B,C,D,J,B
201801160066.0,C,B,B,C,A,H,J,E
201801160141.0,D,B,E,B,B,A,H,E
201801160415.0,D,A,D,C,C,B,J,E
201801160540.0,C,B,B,A,E,C,L,E
201801160629.0,B,B,E,C,D,F,J,E
201801160638.0,A,A,A,D,A,H,H,E
201801161092.0,B,A,B,A,C,C,J,B
201801161385.0,D,A,G,C,A,D,J,E
201801161390.0,D,B,E,C,D,D,J,E
201801161433.0,C,A,B,D,A,I,J,E
201801161471.0,B,A,G,B,C,H,J,E
201801161481.0,B,A,G,D,C,E,H,E
201801161526.0,C,A,F,B,C,G,J,E
201801161823.0,C,A,E,D,C,G,K,E
201801162001.0,B,A,B,C,A,H,J,E
201801162123.0,C,A,B,A,B,G,J,E
201801162136.0,D,A,F,B,C,H,J,E
201801162197.0,B,A,A,B,C,F,J,E
201801162219.0,C,A,G,C,C,H,J,E
201801162360.0,D,B,F,C,C,C,J,E
201801162654.0,B,A,A,B,D,D,H,D
201801162662.0,B,B,G,A,C,B,J,D
201801162732.0,B,B,F,C,A,B,K,E
201801162743.0,B,A,F,C,C,B,J,D
201801162837.0,C,A,A,C,C,E,J,E
201801162841.0,A,A,D,A,C,I,J,B
201801162869.0,B,A,G,A,B,H,J,E
201801162895.0,C,B,E,A,A,E,J,B
201801162977.0,A,B,B,A,B,H,K,E
201801163045.0,C,A,B,A,B,H,A,E
201801163137.0,B,A,B,A,C,G,H,A
201801163162.0,C,A,B,C,A,C,J,E
201801163237.0,C,B,G,B,C,H,J,E
201801163253.0,A,B,F,D,E,H,B,E
201801163442.0,B,A,A,B,C,B,B,E
201801163603.0,C,A,A,C,C,H,K,E
201801163678.0,D,B,B,B,C,C,J,E
201801163902.0,D,A,B,C,A,G,J,E
201801163999.0,D,B,D,B,A,F,J,E
201801164102.0,B,B,F,A,E,D,A,E
201801164185.0,B,B,G,B,C,D,J,C
201801164194.0,B,A,G,D,A,D,J,E
201801164218.0,B,B,F,B,C,H,J,E
201801164428.0,D,B,G,C,D,B,J,E
201801164477.0,A,A,A,A,C,G,K,C
201801180933.0,C,B,G,B,A,B,A,E
